Gene ID	Gene name	Cohort	Count
ENSG00000114978	MOB1A	TCGA-CESC	6
ENSG00000114650	SCAP	TCGA-SKCM	6
ENSG00000114631	PODXL2	TCGA-KIRP	6
ENSG00000114541	FRMD4B	TCGA-HNSC	6
ENSG00000114520	SNX4	TCGA-COAD	6
ENSG00000113763	UNC5A	TCGA-COAD	6
ENSG00000113520	IL4	TCGA-HNSC	6
ENSG00000113387	SUB1	TCGA-THCA	6
ENSG00000112877	CEP72	TCGA-SKCM	6
ENSG00000112511	PHF1	TCGA-CESC	6
ENSG00000112414	GPR126	TCGA-SKCM	6
ENSG00000112186	CAP2	TCGA-MESO	6
ENSG00000111846	GCNT2	TCGA-OV	6
ENSG00000111834	RSPH4A	TCGA-HNSC	6
ENSG00000111731	C2CD5	TCGA-ESCA	6
ENSG00000111596	CNOT2	TCGA-HNSC	6
ENSG00000111490	TBC1D30	TCGA-BLCA	6
ENSG00000110881	ASIC1	TCGA-SKCM	6
ENSG00000110536	PTPMT1	TCGA-KIRC	6
ENSG00000110245	APOC3	TCGA-TGCT	6
ENSG00000110200	ANAPC15	TCGA-LIHC	6
ENSG00000110090	CPT1A	TCGA-OV	6
ENSG00000110080	ST3GAL4	TCGA-OV	6
ENSG00000110079	MS4A4A	TCGA-READ	6
ENSG00000109971	HSPA8	TCGA-COAD	6
ENSG00000109906	ZBTB16	TCGA-ESCA	6
ENSG00000109670	FBXW7	TCGA-PAAD	6
ENSG00000109101	FOXN1	TCGA-HNSC	6
ENSG00000108878	CACNG1	TCGA-LGG	6
ENSG00000108823	SGCA	TCGA-BLCA	6
ENSG00000108797	CNTNAP1	TCGA-CESC	6
ENSG00000108523	RNF167	TCGA-LIHC	6
ENSG00000108405	P2RX1	TCGA-KIRP	6
ENSG00000108375	RNF43	TCGA-READ	6
ENSG00000108375	RNF43	TCGA-CHOL	6
ENSG00000108312	UBTF	TCGA-KIRP	6
ENSG00000108256	NUFIP2	TCGA-STAD	6
ENSG00000108091	CCDC6	TCGA-READ	6
ENSG00000106819	ASPN	TCGA-UVM	6
ENSG00000106819	ASPN	TCGA-OV	6
ENSG00000106772	PRUNE2	TCGA-HNSC	6
ENSG00000106771	TMEM245	TCGA-HNSC	6
ENSG00000106617	PRKAG2	TCGA-THCA	6
ENSG00000106538	RARRES2	TCGA-PRAD	6
ENSG00000106484	MEST	TCGA-BRCA	6
ENSG00000106392	C1GALT1	TCGA-BRCA	6
ENSG00000106258	CYP3A5	TCGA-LAML	6
ENSG00000105778	AVL9	TCGA-BRCA	6
ENSG00000105643	ARRDC2	TCGA-LIHC	6
ENSG00000105483	CARD8	TCGA-BRCA	6
ENSG00000105388	CEACAM5	TCGA-ESCA	6
ENSG00000105371	ICAM4	TCGA-LGG	6
ENSG00000105290	APLP1	TCGA-BLCA	6
ENSG00000105053	VRK3	TCGA-OV	6
ENSG00000104408	EIF3E	TCGA-READ	6
ENSG00000104381	GDAP1	TCGA-PAAD	6
ENSG00000104369	JPH1	TCGA-KIRP	6
ENSG00000104343	UBE2W	TCGA-BLCA	6
ENSG00000104267	CA2	TCGA-UCEC	6
ENSG00000104219	ZDHHC2	TCGA-SKCM	6
ENSG00000103852	TTC23	TCGA-CESC	6
ENSG00000103356	EARS2	TCGA-BLCA	6
ENSG00000103274	NUBP1	TCGA-LUAD	6
ENSG00000103187	COTL1	TCGA-BLCA	6
ENSG00000103024	NME3	TCGA-LGG	6
ENSG00000102924	CBLN1	TCGA-GBM	6
ENSG00000102225	CDK16	TCGA-READ	6
ENSG00000102158	MAGT1	TCGA-CESC	6
ENSG00000102078	SLC25A14	TCGA-OV	6
ENSG00000101846	STS	TCGA-BLCA	6
ENSG00000101639	CEP192	TCGA-ESCA	6
ENSG00000101493	ZNF516	TCGA-OV	6
ENSG00000101473	ACOT8	TCGA-CESC	6
ENSG00000101446	SPINT3	TCGA-LIHC	6
ENSG00000101435	CST9L	TCGA-SKCM	6
ENSG00000101391	CDK5RAP1	TCGA-HNSC	6
ENSG00000101384	JAG1	TCGA-LUAD	6
ENSG00000101361	NOP56	TCGA-UCEC	6
ENSG00000101310	SEC23B	TCGA-UCEC	6
ENSG00000101266	CSNK2A1	TCGA-CESC	6
ENSG00000101230	ISM1	TCGA-ACC	6
ENSG00000101074	R3HDML	TCGA-LUSC	6
ENSG00000101000	PROCR	TCGA-LGG	6
ENSG00000100926	TM9SF1	TCGA-CESC	6
ENSG00000100918	REC8	TCGA-ESCA	6
ENSG00000100908	EMC9	TCGA-STAD	6
ENSG00000100889	PCK2	TCGA-LUAD	6
ENSG00000100842	EFS	TCGA-CESC	6
ENSG00000100813	ACIN1	TCGA-LIHC	6
ENSG00000100744	GSKIP	TCGA-LUAD	6
ENSG00000100647	KIAA0247	TCGA-KIRP	6
ENSG00000100632	ERH	TCGA-BRCA	6
ENSG00000100629	CEP128	TCGA-KICH	6
ENSG00000100425	BRD1	TCGA-PRAD	6
ENSG00000100393	EP300	TCGA-READ	6
ENSG00000100294	MCAT	TCGA-DLBC	6
ENSG00000100246	DNAL4	TCGA-LIHC	6
ENSG00000100220	RTCB	TCGA-UVM	6
ENSG00000100121	GGTLC2	TCGA-ESCA	6
ENSG00000100036	SLC35E4	TCGA-BRCA	6
ENSG00000100033	PRODH	TCGA-HNSC	6
ENSG00000100028	SNRPD3	TCGA-COAD	6
ENSG00000099999	RNF215	TCGA-LAML	6
ENSG00000099901	RANBP1	TCGA-LGG	6
ENSG00000099338	CATSPERG	TCGA-BRCA	6
ENSG00000096746	HNRNPH3	TCGA-BLCA	6
ENSG00000095319	NUP188	TCGA-COAD	6
ENSG00000092295	TGM1	TCGA-STAD	6
ENSG00000091164	TXNL1	TCGA-COAD	6
ENSG00000090530	LEPREL1	TCGA-PRAD	6
ENSG00000090339	ICAM1	TCGA-HNSC	6
ENSG00000090060	PAPOLA	TCGA-ACC	6
ENSG00000089558	KCNH4	TCGA-LUSC	6
ENSG00000089356	FXYD3	TCGA-OV	6
ENSG00000087502	ERGIC2	TCGA-OV	6
ENSG00000087338	GMCL1	TCGA-LAML	6
ENSG00000087263	OGFOD1	TCGA-OV	6
ENSG00000086696	HSD17B2	TCGA-UCEC	6
ENSG00000086232	EIF2AK1	TCGA-BRCA	6
ENSG00000085978	ATG16L1	TCGA-HNSC	6
ENSG00000083535	PIBF1	TCGA-COAD	6
ENSG00000083067	TRPM3	TCGA-LUSC	6
ENSG00000082684	SEMA5B	TCGA-LUAD	6
ENSG00000082258	CCNT2	TCGA-BRCA	6
ENSG00000081842	PCDHA6	TCGA-UCEC	6
ENSG00000081237	PTPRC	TCGA-READ	6
ENSG00000081026	MAGI3	TCGA-LAML	6
ENSG00000080546	SESN1	TCGA-KIRP	6
ENSG00000080298	RFX3	TCGA-LAML	6
ENSG00000079950	STX7	TCGA-THCA	6
ENSG00000079462	PAFAH1B3	TCGA-ESCA	6
ENSG00000079393	DUSP13	TCGA-BRCA	6
ENSG00000079246	XRCC5	TCGA-HNSC	6
ENSG00000077498	TYR	TCGA-UCEC	6
ENSG00000077380	DYNC1I2	TCGA-UCEC	6
ENSG00000077157	PPP1R12B	TCGA-KICH	6
ENSG00000076770	MBNL3	TCGA-LGG	6
ENSG00000076344	RGS11	TCGA-BRCA	6
ENSG00000076258	FMO4	TCGA-LUAD	6
ENSG00000075643	MOCOS	TCGA-DLBC	6
ENSG00000075188	NUP37	TCGA-BRCA	6
ENSG00000074276	CDHR2	TCGA-LIHC	6
ENSG00000073670	ADAM11	TCGA-BRCA	6
ENSG00000073536	NLE1	TCGA-BLCA	6
ENSG00000072778	ACADVL	TCGA-OV	6
ENSG00000070748	CHAT	TCGA-STAD	6
ENSG00000070731	ST6GALNAC2	TCGA-LIHC	6
ENSG00000070190	DAPP1	TCGA-LAML	6
ENSG00000068912	ERLEC1	TCGA-BRCA	6
ENSG00000068079	IFI35	TCGA-UCEC	6
ENSG00000068028	RASSF1	TCGA-BRCA	6
ENSG00000065883	CDK13	TCGA-BRCA	6
ENSG00000065559	MAP2K4	TCGA-CHOL	6
ENSG00000065243	PKN2	TCGA-BRCA	6
ENSG00000065183	WDR3	TCGA-BRCA	6
ENSG00000064393	HIPK2	TCGA-BLCA	6
ENSG00000064199	SPA17	TCGA-BLCA	6
ENSG00000063245	EPN1	TCGA-COAD	6
ENSG00000063169	GLTSCR1	TCGA-BRCA	6
ENSG00000059804	SLC2A3	TCGA-BRCA	6
ENSG00000058335	RASGRF1	TCGA-BRCA	6
ENSG00000058085	LAMC2	TCGA-LGG	6
ENSG00000057935	MTA3	TCGA-BLCA	6
ENSG00000055609	KMT2C	TCGA-LAML	6
ENSG00000054967	RELT	TCGA-MESO	6
ENSG00000054654	SYNE2	TCGA-OV	6
ENSG00000054654	SYNE2	TCGA-LGG	6
ENSG00000053770	AP5M1	TCGA-GBM	6
ENSG00000053747	LAMA3	TCGA-THCA	6
ENSG00000052344	PRSS8	TCGA-BRCA	6
ENSG00000049245	VAMP3	TCGA-COAD	6
ENSG00000049239	H6PD	TCGA-SKCM	6
ENSG00000047249	ATP6V1H	TCGA-LUSC	6
ENSG00000044524	EPHA3	TCGA-ESCA	6
ENSG00000042832	TG	TCGA-LGG	6
ENSG00000040341	STAU2	TCGA-BRCA	6
ENSG00000038210	PI4K2B	TCGA-DLBC	6
ENSG00000037241	RPL26L1	TCGA-ESCA	6
ENSG00000035928	RFC1	TCGA-HNSC	6
ENSG00000028116	VRK2	TCGA-OV	6
ENSG00000025772	TOMM34	TCGA-ACC	6
ENSG00000023902	PLEKHO1	TCGA-PAAD	6
ENSG00000020256	ZFP64	TCGA-PRAD	6
ENSG00000019995	ZRANB1	TCGA-LUSC	6
ENSG00000015520	NPC1L1	TCGA-LUAD	6
ENSG00000014824	SLC30A9	TCGA-LGG	6
ENSG00000013561	RNF14	TCGA-LUSC	6
ENSG00000011405	PIK3C2A	TCGA-BLCA	6
ENSG00000010165	METTL13	TCGA-GBM	6
ENSG00000007520	TSR3	TCGA-BRCA	6
ENSG00000006747	SCIN	TCGA-STAD	6
ENSG00000006071	ABCC8	TCGA-THCA	6
ENSG00000006071	ABCC8	TCGA-PRAD	6
ENSG00000005469	CROT	TCGA-LGG	6
ENSG00000005022	SLC25A5	TCGA-TGCT	6
ENSG00000000460	C1orf112	TCGA-TGCT	6
ENSG00000286169	AHRR	TCGA-PCPG	5
ENSG00000285976	AL135905.2	TCGA-KIRC	5
ENSG00000284733	OR4F29	TCGA-STAD	5
ENSG00000283292	HNRNPCL3	TCGA-LUSC	5
ENSG00000280987	MATR3	TCGA-PCPG	5
ENSG00000277836	AC141272.1	TCGA-BRCA	5
ENSG00000276345	AC004556.3	TCGA-ESCA	5
ENSG00000275591	XKR5	TCGA-MESO	5
ENSG00000273899	NOL12	TCGA-LIHC	5
ENSG00000273749	CYFIP1	TCGA-PAAD	5
ENSG00000273748	AL592183.1	TCGA-BRCA	5
ENSG00000273559	CWC25	TCGA-BLCA	5
ENSG00000273542	H4C12	TCGA-ESCA	5
ENSG00000273173	SNURF	TCGA-UCEC	5
ENSG00000272602	ZNF595	TCGA-BRCA	5
ENSG00000271271	UGT2A2	TCGA-PRAD	5
ENSG00000270672	MTRNR2L6	TCGA-THCA	5
ENSG00000269313	MAGIX	TCGA-LUAD	5
ENSG00000265107	GJA5	TCGA-UCEC	5
ENSG00000264230	ANXA8L1	TCGA-COAD	5
ENSG00000263639	MSMB	TCGA-HNSC	5
ENSG00000263464	PPIAL4C	TCGA-BRCA	5
ENSG00000260238	PMF1-BGLAP	TCGA-KIRC	5
ENSG00000259431	THTPA	TCGA-BRCA	5
ENSG00000258659	TRIM34	TCGA-COAD	5
ENSG00000258644	SYNJ2BP-COX16	TCGA-LUAD	5
ENSG00000257218	GATC	TCGA-LGG	5
ENSG00000254647	INS	TCGA-LGG	5
ENSG00000254087	LYN	TCGA-THCA	5
ENSG00000253873	PCDHGA11	TCGA-PRAD	5
ENSG00000251664	PCDHA12	TCGA-READ	5
ENSG00000249931	GOLGA8K	TCGA-BRCA	5
ENSG00000249437	NAIP	TCGA-PRAD	5
ENSG00000248672	LY75-CD302	TCGA-LAML	5
ENSG00000247626	MARS2	TCGA-SKCM	5
ENSG00000247626	MARS2	TCGA-HNSC	5
ENSG00000243725	TTC4	TCGA-HNSC	5
ENSG00000243480	AMY2A	TCGA-LAML	5
ENSG00000242498	C15orf38	TCGA-LGG	5
ENSG00000242366	UGT1A1	TCGA-THCA	5
ENSG00000240204	SMKR1	TCGA-BRCA	5
ENSG00000239839	DEFA3	TCGA-LUAD	5
ENSG00000239521	GATS	TCGA-ESCA	5
ENSG00000236125	USP17L4	TCGA-OV	5
ENSG00000234560	OR10G8	TCGA-LIHC	5
ENSG00000233276	GPX1	TCGA-KIRC	5
ENSG00000232838	PET117	TCGA-LUAD	5
ENSG00000231861	OR5K2	TCGA-PAAD	5
ENSG00000231637	USP17L29	TCGA-COAD	5
ENSG00000229579	USP17L26	TCGA-UCEC	5
ENSG00000228253	MT-ATP8	TCGA-COAD	5
ENSG00000224982	TMEM233	TCGA-HNSC	5
ENSG00000224712	NPIPA3	TCGA-PAAD	5
ENSG00000224089	CT47A10	TCGA-LAML	5
ENSG00000223802	CERS1	TCGA-BLCA	5
ENSG00000223572	CKMT1A	TCGA-PRAD	5
ENSG00000221947	XKR9	TCGA-HNSC	5
ENSG00000221932	HEPN1	TCGA-OV	5
ENSG00000219073	CELA3B	TCGA-THCA	5
ENSG00000215126	CBWD7	TCGA-ESCA	5
ENSG00000214078	CPNE1	TCGA-CESC	5
ENSG00000213516	RBMXL1	TCGA-UCEC	5
ENSG00000213465	ARL2	TCGA-KIRP	5
ENSG00000213401	MAGEA12	TCGA-BLCA	5
ENSG00000213281	NRAS	TCGA-READ	5
ENSG00000213231	TCL1B	TCGA-PAAD	5
ENSG00000213213	CCDC183	TCGA-HNSC	5
ENSG00000212907	MT-ND4L	TCGA-BRCA	5
ENSG00000206181	TCEB3B	TCGA-LIHC	5
ENSG00000205899	BHLHA9	TCGA-GBM	5
ENSG00000205882	DEFB134	TCGA-LGG	5
ENSG00000205808	PPAPDC2	TCGA-LIHC	5
ENSG00000205403	CFI	TCGA-BRCA	5
ENSG00000205084	TMEM231	TCGA-COAD	5
ENSG00000204897	KRT25	TCGA-BRCA	5
ENSG00000204822	MRPL53	TCGA-BLCA	5
ENSG00000204655	MOG	TCGA-LIHC	5
ENSG00000204469	PRRC2A	TCGA-BLCA	5
ENSG00000204444	APOM	TCGA-HNSC	5
ENSG00000204086	RPA4	TCGA-CHOL	5
ENSG00000204070	SYS1	TCGA-READ	5
ENSG00000198930	CSAG1	TCGA-ACC	5
ENSG00000198909	MAP3K3	TCGA-LUAD	5
ENSG00000198901	PRC1	TCGA-BLCA	5
ENSG00000198898	CAPZA2	TCGA-BRCA	5
ENSG00000198791	CNOT7	TCGA-STAD	5
ENSG00000198785	GRIN3A	TCGA-BRCA	5
ENSG00000198690	FAN1	TCGA-LUAD	5
ENSG00000198598	MMP17	TCGA-SKCM	5
ENSG00000198513	ATL1	TCGA-BRCA	5
ENSG00000198488	B3GNT6	TCGA-PRAD	5
ENSG00000198453	ZNF568	TCGA-ESCA	5
ENSG00000198440	ZNF583	TCGA-KIRC	5
ENSG00000198223	CSF2RA	TCGA-PRAD	5
ENSG00000198189	HSD17B11	TCGA-COAD	5
ENSG00000198081	ZBTB14	TCGA-SKCM	5
ENSG00000198021	SPANXA1	TCGA-HNSC	5
ENSG00000197982	C1orf122	TCGA-BRCA	5
ENSG00000197965	MPZL1	TCGA-BRCA	5
ENSG00000197857	ZNF44	TCGA-LUSC	5
ENSG00000197790	OR52M1	TCGA-COAD	5
ENSG00000197779	ZNF81	TCGA-LUSC	5
ENSG00000197774	EME2	TCGA-GBM	5
ENSG00000197591	OR11L1	TCGA-PRAD	5
ENSG00000197540	GZMM	TCGA-BLCA	5
ENSG00000197497	ZNF665	TCGA-LUSC	5
ENSG00000197465	GYPE	TCGA-ESCA	5
ENSG00000197416	FABP12	TCGA-UCEC	5
ENSG00000197362	ZNF786	TCGA-BRCA	5
ENSG00000197355	UAP1L1	TCGA-KIRP	5
ENSG00000197024	ZNF398	TCGA-LUSC	5
ENSG00000196954	CASP4	TCGA-UCEC	5
ENSG00000196900	C5orf48	TCGA-BLCA	5
ENSG00000196876	SCN8A	TCGA-SKCM	5
ENSG00000196787	HIST1H2AG	TCGA-PAAD	5
ENSG00000196712	NF1	TCGA-LAML	5
ENSG00000196705	ZNF431	TCGA-BLCA	5
ENSG00000196616	ADH1B	TCGA-UCEC	5
ENSG00000196539	OR2T3	TCGA-KICH	5
ENSG00000196511	TPK1	TCGA-LUSC	5
ENSG00000196498	NCOR2	TCGA-READ	5
ENSG00000196497	IPO4	TCGA-LAML	5
ENSG00000196352	CD55	TCGA-READ	5
ENSG00000196263	ZNF471	TCGA-LIHC	5
ENSG00000189369	GSPT2	TCGA-BRCA	5
ENSG00000189326	SPANXN4	TCGA-STAD	5
ENSG00000188917	TRMT2B	TCGA-LGG	5
ENSG00000188820	FAM26F	TCGA-LGG	5
ENSG00000188730	VWC2	TCGA-BLCA	5
ENSG00000188716	DUPD1	TCGA-PRAD	5
ENSG00000188710	QRFP	TCGA-STAD	5
ENSG00000188687	SLC4A5	TCGA-GBM	5
ENSG00000188620	HMX3	TCGA-UCEC	5
ENSG00000188620	HMX3	TCGA-LUAD	5
ENSG00000188612	SUMO2	TCGA-UCEC	5
ENSG00000188508	KRTDAP	TCGA-CESC	5
ENSG00000188452	CERKL	TCGA-LUAD	5
ENSG00000188342	GTF2F2	TCGA-LUSC	5
ENSG00000187987	ZSCAN23	TCGA-THCA	5
ENSG00000187815	ZFP69	TCGA-OV	5
ENSG00000187658	C5orf52	TCGA-LIHC	5
ENSG00000187634	SAMD11	TCGA-ESCA	5
ENSG00000187616	TMEM8C	TCGA-BRCA	5
ENSG00000187605	TET3	TCGA-BRCA	5
ENSG00000187260	WDR86	TCGA-THCA	5
ENSG00000187258	NPSR1	TCGA-HNSC	5
ENSG00000187151	ANGPTL5	TCGA-STAD	5
ENSG00000187105	HEATR4	TCGA-BRCA	5
ENSG00000186891	TNFRSF18	TCGA-BLCA	5
ENSG00000186815	TPCN1	TCGA-COAD	5
ENSG00000186795	KCNK18	TCGA-LAML	5
ENSG00000186652	PRG2	TCGA-LIHC	5
ENSG00000186628	FSD2	TCGA-OV	5
ENSG00000186318	BACE1	TCGA-TGCT	5
ENSG00000186226	LCE1E	TCGA-LUSC	5
ENSG00000186088	GSAP	TCGA-PAAD	5
ENSG00000186075	ZPBP2	TCGA-STAD	5
ENSG00000186020	ZNF529	TCGA-LIHC	5
ENSG00000185946	RNPC3	TCGA-UCEC	5
ENSG00000185722	ANKFY1	TCGA-COAD	5
ENSG00000185608	MRPL40	TCGA-BRCA	5
ENSG00000185467	KPNA7	TCGA-SKCM	5
ENSG00000185339	TCN2	TCGA-HNSC	5
ENSG00000185220	PGBD2	TCGA-THCA	5
ENSG00000185049	NELFA	TCGA-LUAD	5
ENSG00000184995	IFNE	TCGA-PRAD	5
ENSG00000184983	NDUFA6	TCGA-LUAD	5
ENSG00000184916	JAG2	TCGA-LUSC	5
ENSG00000184857	TMEM186	TCGA-UCEC	5
ENSG00000184786	TCTE3	TCGA-SKCM	5
ENSG00000184261	KCNK12	TCGA-BLCA	5
ENSG00000184210	DGAT2L6	TCGA-BRCA	5
ENSG00000183808	RBM12B	TCGA-BRCA	5
ENSG00000183779	ZNF703	TCGA-KIRP	5
ENSG00000183747	ACSM2A	TCGA-CESC	5
ENSG00000183638	RP1L1	TCGA-PRAD	5
ENSG00000183520	UTP11L	TCGA-THCA	5
ENSG00000183513	COA5	TCGA-LGG	5
ENSG00000183479	TREX2	TCGA-LUAD	5
ENSG00000183474	GTF2H2C	TCGA-BRCA	5
ENSG00000183337	BCOR	TCGA-LAML	5
ENSG00000183019	C19orf59	TCGA-BRCA	5
ENSG00000182759	MAFA	TCGA-OV	5
ENSG00000182749	PAQR7	TCGA-THCA	5
ENSG00000182652	OR4Q3	TCGA-BRCA	5
ENSG00000182521	TBPL2	TCGA-OV	5
ENSG00000182481	KPNA2	TCGA-LGG	5
ENSG00000182472	CAPN12	TCGA-BRCA	5
ENSG00000182271	TMIGD1	TCGA-LUAD	5
ENSG00000182240	BACE2	TCGA-CESC	5
ENSG00000182223	ZAR1	TCGA-READ	5
ENSG00000181965	NEUROG1	TCGA-OV	5
ENSG00000181958	OR4A15	TCGA-THCA	5
ENSG00000181958	OR4A15	TCGA-COAD	5
ENSG00000181885	CLDN7	TCGA-KIRC	5
ENSG00000181885	CLDN7	TCGA-GBM	5
ENSG00000181761	OR8H3	TCGA-CESC	5
ENSG00000181649	PHLDA2	TCGA-STAD	5
ENSG00000181619	GPR135	TCGA-BLCA	5
ENSG00000181467	RAP2B	TCGA-BRCA	5
ENSG00000181031	RPH3AL	TCGA-OV	5
ENSG00000180871	CXCR2	TCGA-COAD	5
ENSG00000180828	BHLHE22	TCGA-LUAD	5
ENSG00000180822	PSMG4	TCGA-THCA	5
ENSG00000180772	AGTR2	TCGA-LIHC	5
ENSG00000180658	OR2A4	TCGA-BRCA	5
ENSG00000180549	FUT7	TCGA-BRCA	5
ENSG00000180537	RNF182	TCGA-LUSC	5
ENSG00000179921	GPBAR1	TCGA-LUSC	5
ENSG00000179912	R3HDM2	TCGA-UCEC	5
ENSG00000179889	PDXDC1	TCGA-BLCA	5
ENSG00000179796	LRRC3B	TCGA-LIHC	5
ENSG00000179772	FOXS1	TCGA-PAAD	5
ENSG00000179695	OR6C2	TCGA-OV	5
ENSG00000179639	FCER1A	TCGA-HNSC	5
ENSG00000179546	HTR1D	TCGA-LUAD	5
ENSG00000179454	KLHL28	TCGA-KIRP	5
ENSG00000179134	SAMD4B	TCGA-COAD	5
ENSG00000179085	DPM3	TCGA-PAAD	5
ENSG00000179041	RRS1	TCGA-UCEC	5
ENSG00000178913	TAF7	TCGA-KIRP	5
ENSG00000178802	MPI	TCGA-LUAD	5
ENSG00000178789	CD300LB	TCGA-BLCA	5
ENSG00000178726	THBD	TCGA-COAD	5
ENSG00000178597	PSAPL1	TCGA-BLCA	5
ENSG00000178297	TMPRSS9	TCGA-PRAD	5
ENSG00000178172	SPINK6	TCGA-BLCA	5
ENSG00000178035	IMPDH2	TCGA-UCEC	5
ENSG00000177679	SRRM3	TCGA-LUAD	5
ENSG00000177663	IL17RA	TCGA-STAD	5
ENSG00000177570	SAMD12	TCGA-LUSC	5
ENSG00000177570	SAMD12	TCGA-KIRC	5
ENSG00000177494	ZBED2	TCGA-BLCA	5
ENSG00000177479	ARIH2	TCGA-COAD	5
ENSG00000177174	OR14C36	TCGA-BRCA	5
ENSG00000176907	C8orf4	TCGA-BRCA	5
ENSG00000176893	OR51G2	TCGA-READ	5
ENSG00000176731	C8orf59	TCGA-LUSC	5
ENSG00000176723	ZNF843	TCGA-UCEC	5
ENSG00000176401	EID2B	TCGA-BRCA	5
ENSG00000176393	RNPEP	TCGA-BLCA	5
ENSG00000176386	CDC26	TCGA-LAML	5
ENSG00000176208	ATAD5	TCGA-PRAD	5
ENSG00000176102	CSTF3	TCGA-LUSC	5
ENSG00000176009	ASCL3	TCGA-KIRC	5
ENSG00000175984	DENND2C	TCGA-LIHC	5
ENSG00000175857	GAPT	TCGA-LUAD	5
ENSG00000175854	SWI5	TCGA-THCA	5
ENSG00000175787	ZNF169	TCGA-HNSC	5
ENSG00000175395	ZNF25	TCGA-OV	5
ENSG00000175229	GAL3ST3	TCGA-LUSC	5
ENSG00000175213	ZNF408	TCGA-OV	5
ENSG00000175164	ABO	TCGA-LIHC	5
ENSG00000175087	PDIK1L	TCGA-PCPG	5
ENSG00000175018	TEX36	TCGA-ESCA	5
ENSG00000174944	P2RY14	TCGA-LUSC	5
ENSG00000174917	C19orf70	TCGA-PAAD	5
ENSG00000174876	AMY1B	TCGA-OV	5
ENSG00000174851	YIF1A	TCGA-LUSC	5
ENSG00000174837	EMR1	TCGA-THCA	5
ENSG00000174720	LARP7	TCGA-STAD	5
ENSG00000174527	MYO1H	TCGA-BRCA	5
ENSG00000174429	ABRA	TCGA-LUAD	5
ENSG00000174226	SNX31	TCGA-PAAD	5
ENSG00000173744	AGFG1	TCGA-KIRC	5
ENSG00000173679	OR1L1	TCGA-LUAD	5
ENSG00000173662	TAS1R1	TCGA-CESC	5
ENSG00000173627	APOBEC4	TCGA-KIRC	5
ENSG00000173464	RNASE11	TCGA-BRCA	5
ENSG00000173369	C1QB	TCGA-COAD	5
ENSG00000173137	ADCK5	TCGA-OV	5
ENSG00000172987	HPSE2	TCGA-BRCA	5
ENSG00000172935	MRGPRF	TCGA-KIRC	5
ENSG00000172789	HOXC5	TCGA-LIHC	5
ENSG00000172482	AGXT	TCGA-OV	5
ENSG00000172340	SUCLG2	TCGA-SKCM	5
ENSG00000172188	OR4C11	TCGA-COAD	5
ENSG00000172171	TEFM	TCGA-ESCA	5
ENSG00000172014	ANKRD20A4	TCGA-BRCA	5
ENSG00000172009	THOP1	TCGA-LIHC	5
ENSG00000171862	PTEN	TCGA-ESCA	5
ENSG00000171862	PTEN	TCGA-CHOL	5
ENSG00000171812	COL8A2	TCGA-LGG	5
ENSG00000171481	OR1L3	TCGA-PRAD	5
ENSG00000171466	ZNF562	TCGA-THCA	5
ENSG00000171466	ZNF562	TCGA-PAAD	5
ENSG00000171403	KRT9	TCGA-BRCA	5
ENSG00000171368	TPPP	TCGA-OV	5
ENSG00000171307	ZDHHC16	TCGA-LIHC	5
ENSG00000171217	CLDN20	TCGA-UCEC	5
ENSG00000171056	SOX7	TCGA-READ	5
ENSG00000171033	PKIA	TCGA-PCPG	5
ENSG00000170860	LSM3	TCGA-UCEC	5
ENSG00000170837	GPR27	TCGA-LIHC	5
ENSG00000170802	FOXN2	TCGA-BRCA	5
ENSG00000170786	SDR16C5	TCGA-BRCA	5
ENSG00000170776	AKAP13	TCGA-BRCA	5
ENSG00000170745	KCNS3	TCGA-KIRC	5
ENSG00000170584	NUDCD2	TCGA-UCEC	5
ENSG00000170579	DLGAP1	TCGA-ESCA	5
ENSG00000170558	CDH2	TCGA-BLCA	5
ENSG00000170448	NFXL1	TCGA-OV	5
ENSG00000170369	CST2	TCGA-LIHC	5
ENSG00000170180	GYPA	TCGA-KIRC	5
ENSG00000170092	AC018720.10	TCGA-LUSC	5
ENSG00000169919	GUSB	TCGA-SKCM	5
ENSG00000169914	OTUD3	TCGA-LUAD	5
ENSG00000169914	OTUD3	TCGA-LGG	5
ENSG00000169877	AHSP	TCGA-KIRC	5
ENSG00000169688	MT1B	TCGA-BRCA	5
ENSG00000169684	CHRNA5	TCGA-PRAD	5
ENSG00000169592	INO80E	TCGA-LAML	5
ENSG00000169495	HTRA4	TCGA-LGG	5
ENSG00000169313	P2RY12	TCGA-BRCA	5
ENSG00000169100	SLC25A6	TCGA-KIRP	5
ENSG00000169083	AR	TCGA-DLBC	5
ENSG00000168939	SPRY3	TCGA-LUSC	5
ENSG00000168906	MAT2A	TCGA-STAD	5
ENSG00000168828	OR13J1	TCGA-LUSC	5
ENSG00000168702	LRP1B	TCGA-LAML	5
ENSG00000168621	GDNF	TCGA-SKCM	5
ENSG00000168517	HEXIM2	TCGA-CESC	5
ENSG00000168488	ATXN2L	TCGA-THCA	5
ENSG00000168356	SCN11A	TCGA-CESC	5
ENSG00000168334	XIRP1	TCGA-PRAD	5
ENSG00000168334	XIRP1	TCGA-LUAD	5
ENSG00000168300	PCMTD1	TCGA-LAML	5
ENSG00000167984	NLRC3	TCGA-UCEC	5
ENSG00000167977	KCTD5	TCGA-BRCA	5
ENSG00000167965	MLST8	TCGA-BRCA	5
ENSG00000167874	TMEM88	TCGA-BRCA	5
