Gene ID	Gene name	Cohort	Count
ENSG00000167721	TSR1	TCGA-LUSC	5
ENSG00000167658	EEF2	TCGA-KICH	5
ENSG00000167634	NLRP7	TCGA-CESC	5
ENSG00000167548	KMT2D	TCGA-ESCA	5
ENSG00000167536	DHRS13	TCGA-BRCA	5
ENSG00000167526	RPL13	TCGA-KIRP	5
ENSG00000167419	LPO	TCGA-BRCA	5
ENSG00000167011	NAT16	TCGA-ESCA	5
ENSG00000166961	MS4A15	TCGA-ACC	5
ENSG00000166828	SCNN1G	TCGA-THCA	5
ENSG00000166582	CENPV	TCGA-OV	5
ENSG00000166526	ZNF3	TCGA-LUSC	5
ENSG00000166479	TMX3	TCGA-HNSC	5
ENSG00000166173	LARP6	TCGA-PAAD	5
ENSG00000166090	IL25	TCGA-LUSC	5
ENSG00000166068	SPRED1	TCGA-STAD	5
ENSG00000165943	MOAP1	TCGA-BLCA	5
ENSG00000165775	FUNDC2	TCGA-KIRP	5
ENSG00000165730	STOX1	TCGA-LUAD	5
ENSG00000165494	PCF11	TCGA-LUAD	5
ENSG00000165480	SKA3	TCGA-LUSC	5
ENSG00000165476	REEP3	TCGA-SKCM	5
ENSG00000165233	C9orf89	TCGA-PRAD	5
ENSG00000165140	FBP1	TCGA-PRAD	5
ENSG00000165102	HGSNAT	TCGA-BRCA	5
ENSG00000165091	TMC1	TCGA-SKCM	5
ENSG00000164989	CCDC171	TCGA-LUAD	5
ENSG00000164904	ALDH7A1	TCGA-COAD	5
ENSG00000164687	FABP5	TCGA-PRAD	5
ENSG00000164663	USP49	TCGA-SKCM	5
ENSG00000164638	SLC29A4	TCGA-STAD	5
ENSG00000164542	KIAA0895	TCGA-KICH	5
ENSG00000164434	FABP7	TCGA-LUSC	5
ENSG00000164334	FAM170A	TCGA-LIHC	5
ENSG00000164266	SPINK1	TCGA-LUAD	5
ENSG00000164253	WDR41	TCGA-READ	5
ENSG00000164182	NDUFAF2	TCGA-BRCA	5
ENSG00000164169	PRMT10	TCGA-LGG	5
ENSG00000164128	NPY1R	TCGA-BRCA	5
ENSG00000164062	APEH	TCGA-PRAD	5
ENSG00000164054	SHISA5	TCGA-SKCM	5
ENSG00000163995	ABLIM2	TCGA-SKCM	5
ENSG00000163995	ABLIM2	TCGA-HNSC	5
ENSG00000163938	GNL3	TCGA-OV	5
ENSG00000163848	ZNF148	TCGA-ESCA	5
ENSG00000163832	ELP6	TCGA-HNSC	5
ENSG00000163644	PPM1K	TCGA-KIRC	5
ENSG00000163637	PRICKLE2	TCGA-HNSC	5
ENSG00000163596	ICA1L	TCGA-READ	5
ENSG00000163563	MNDA	TCGA-BRCA	5
ENSG00000163449	TMEM169	TCGA-THCA	5
ENSG00000163430	FSTL1	TCGA-KIRP	5
ENSG00000163376	KBTBD8	TCGA-BRCA	5
ENSG00000163251	FZD5	TCGA-BRCA	5
ENSG00000163206	SMCP	TCGA-BRCA	5
ENSG00000163104	SMARCAD1	TCGA-KIRC	5
ENSG00000163050	ADCK3	TCGA-LUAD	5
ENSG00000163032	VSNL1	TCGA-BRCA	5
ENSG00000162694	EXTL2	TCGA-LUSC	5
ENSG00000162636	FAM102B	TCGA-HNSC	5
ENSG00000162551	ALPL	TCGA-THCA	5
ENSG00000162493	PDPN	TCGA-PAAD	5
ENSG00000162188	GNG3	TCGA-KIRP	5
ENSG00000161960	EIF4A1	TCGA-LUAD	5
ENSG00000161682	FAM171A2	TCGA-HNSC	5
ENSG00000161267	BDH1	TCGA-LAML	5
ENSG00000161091	MFSD12	TCGA-LAML	5
ENSG00000160973	FOXH1	TCGA-CESC	5
ENSG00000160949	TONSL	TCGA-LUSC	5
ENSG00000160856	FCRL3	TCGA-LUAD	5
ENSG00000160471	COX6B2	TCGA-PAAD	5
ENSG00000160447	PKN3	TCGA-BLCA	5
ENSG00000160208	RRP1B	TCGA-SKCM	5
ENSG00000160201	U2AF1	TCGA-LAML	5
ENSG00000160181	TFF2	TCGA-HNSC	5
ENSG00000160050	CCDC28B	TCGA-TGCT	5
ENSG00000160050	CCDC28B	TCGA-SKCM	5
ENSG00000160014	CALM3	TCGA-BRCA	5
ENSG00000159958	TNFRSF13C	TCGA-PRAD	5
ENSG00000159899	NPR2	TCGA-PRAD	5
ENSG00000159882	ZNF230	TCGA-HNSC	5
ENSG00000159723	AGRP	TCGA-PRAD	5
ENSG00000159335	PTMS	TCGA-LAML	5
ENSG00000158869	FCER1G	TCGA-BRCA	5
ENSG00000158813	EDA	TCGA-PRAD	5
ENSG00000158813	EDA	TCGA-LGG	5
ENSG00000158691	ZSCAN12	TCGA-GBM	5
ENSG00000158669	AGPAT6	TCGA-LUSC	5
ENSG00000158528	PPP1R9A	TCGA-BRCA	5
ENSG00000158480	SPATA2	TCGA-KIRC	5
ENSG00000158402	CDC25C	TCGA-UCEC	5
ENSG00000158373	HIST1H2BD	TCGA-GBM	5
ENSG00000158220	ESYT3	TCGA-LUAD	5
ENSG00000158158	CNNM4	TCGA-UCEC	5
ENSG00000158055	GRHL3	TCGA-COAD	5
ENSG00000158006	PAFAH2	TCGA-LGG	5
ENSG00000157823	AP3S2	TCGA-HNSC	5
ENSG00000157429	ZNF19	TCGA-ESCA	5
ENSG00000157388	CACNA1D	TCGA-LIHC	5
ENSG00000157349	DDX19B	TCGA-BRCA	5
ENSG00000157343	ARMC12	TCGA-BRCA	5
ENSG00000157107	FCHO2	TCGA-BRCA	5
ENSG00000156804	FBXO32	TCGA-PRAD	5
ENSG00000156738	MS4A1	TCGA-LIHC	5
ENSG00000156709	AIFM1	TCGA-OV	5
ENSG00000156510	HKDC1	TCGA-BRCA	5
ENSG00000156463	SH3RF2	TCGA-LAML	5
ENSG00000156284	CLDN8	TCGA-LUSC	5
ENSG00000156222	SLC28A1	TCGA-SKCM	5
ENSG00000156171	DRAM2	TCGA-OV	5
ENSG00000156011	PSD3	TCGA-THCA	5
ENSG00000155962	CLIC2	TCGA-OV	5
ENSG00000155903	RASA2	TCGA-DLBC	5
ENSG00000155719	OTOA	TCGA-PRAD	5
ENSG00000155621	C9orf85	TCGA-STAD	5
ENSG00000155561	NUP205	TCGA-LGG	5
ENSG00000155542	SETD9	TCGA-BRCA	5
ENSG00000155229	MMS19	TCGA-SKCM	5
ENSG00000154845	PPP4R1	TCGA-ACC	5
ENSG00000154734	ADAMTS1	TCGA-KIRC	5
ENSG00000154654	NCAM2	TCGA-COAD	5
ENSG00000154485	MMP21	TCGA-LUAD	5
ENSG00000154079	C6orf57	TCGA-STAD	5
ENSG00000153982	GDPD1	TCGA-ACC	5
ENSG00000153879	CEBPG	TCGA-OV	5
ENSG00000153558	FBXL2	TCGA-PRAD	5
ENSG00000153310	FAM49B	TCGA-BRCA	5
ENSG00000153002	CPB1	TCGA-BRCA	5
ENSG00000152611	CAPSL	TCGA-THCA	5
ENSG00000152464	RPP38	TCGA-SKCM	5
ENSG00000152439	ZNF773	TCGA-BLCA	5
ENSG00000152359	POC5	TCGA-BRCA	5
ENSG00000151773	CCDC122	TCGA-GBM	5
ENSG00000151748	SAV1	TCGA-OV	5
ENSG00000151704	KCNJ1	TCGA-HNSC	5
ENSG00000151612	ZNF827	TCGA-OV	5
ENSG00000151379	MSGN1	TCGA-LIHC	5
ENSG00000151136	BTBD11	TCGA-BRCA	5
ENSG00000151135	C12orf23	TCGA-MESO	5
ENSG00000150764	DIXDC1	TCGA-LAML	5
ENSG00000150459	SAP18	TCGA-COAD	5
ENSG00000149968	MMP3	TCGA-LGG	5
ENSG00000149932	TMEM219	TCGA-PRAD	5
ENSG00000149761	NUDT22	TCGA-ESCA	5
ENSG00000149599	DUSP15	TCGA-CESC	5
ENSG00000149506	ZP1	TCGA-BRCA	5
ENSG00000149131	SERPING1	TCGA-BRCA	5
ENSG00000148848	ADAM12	TCGA-DLBC	5
ENSG00000148795	CYP17A1	TCGA-LGG	5
ENSG00000148704	VAX1	TCGA-SKCM	5
ENSG00000148690	FRA10AC1	TCGA-LUAD	5
ENSG00000148396	SEC16A	TCGA-COAD	5
ENSG00000148396	SEC16A	TCGA-BRCA	5
ENSG00000148297	MED22	TCGA-PAAD	5
ENSG00000148219	ASTN2	TCGA-LIHC	5
ENSG00000148123	LPPR1	TCGA-BRCA	5
ENSG00000147896	IFNK	TCGA-TGCT	5
ENSG00000147596	PRDM14	TCGA-LIHC	5
ENSG00000147570	DNAJC5B	TCGA-BLCA	5
ENSG00000147471	PROSC	TCGA-CESC	5
ENSG00000147416	ATP6V1B2	TCGA-BRCA	5
ENSG00000147127	RAB41	TCGA-LAML	5
ENSG00000147041	SYTL5	TCGA-OV	5
ENSG00000145863	GABRA6	TCGA-GBM	5
ENSG00000145740	SLC30A5	TCGA-BRCA	5
ENSG00000145414	NAF1	TCGA-THCA	5
ENSG00000145365	TIFA	TCGA-COAD	5
ENSG00000145309	CABS1	TCGA-HNSC	5
ENSG00000145214	DGKQ	TCGA-BRCA	5
ENSG00000144852	NR1I2	TCGA-HNSC	5
ENSG00000144848	ATG3	TCGA-KIRC	5
ENSG00000144847	IGSF11	TCGA-UCEC	5
ENSG00000144834	TAGLN3	TCGA-PRAD	5
ENSG00000144579	CTDSP1	TCGA-HNSC	5
ENSG00000144354	CDCA7	TCGA-UCEC	5
ENSG00000144306	SCRN3	TCGA-LGG	5
ENSG00000144290	SLC4A10	TCGA-KIRC	5
ENSG00000144134	RABL2A	TCGA-HNSC	5
ENSG00000144043	TEX261	TCGA-UCEC	5
ENSG00000144040	SFXN5	TCGA-COAD	5
ENSG00000143921	ABCG8	TCGA-LAML	5
ENSG00000143862	ARL8A	TCGA-LGG	5
ENSG00000143842	SOX13	TCGA-BRCA	5
ENSG00000143756	FBXO28	TCGA-READ	5
ENSG00000143669	LYST	TCGA-UCEC	5
ENSG00000143458	GABPB2	TCGA-LGG	5
ENSG00000143412	ANXA9	TCGA-READ	5
ENSG00000143158	MPC2	TCGA-HNSC	5
ENSG00000143149	ALDH9A1	TCGA-BRCA	5
ENSG00000142538	PTH2	TCGA-UCEC	5
ENSG00000142507	PSMB6	TCGA-HNSC	5
ENSG00000142188	TMEM50B	TCGA-CESC	5
ENSG00000141933	TPGS1	TCGA-LUSC	5
ENSG00000141540	TTYH2	TCGA-BRCA	5
ENSG00000141448	GATA6	TCGA-THCA	5
ENSG00000141376	BCAS3	TCGA-GBM	5
ENSG00000141200	KIF2B	TCGA-OV	5
ENSG00000141034	GID4	TCGA-SKCM	5
ENSG00000140937	CDH11	TCGA-SKCM	5
ENSG00000140538	NTRK3	TCGA-ESCA	5
ENSG00000140488	CELF6	TCGA-LAML	5
ENSG00000140450	ARRDC4	TCGA-LUSC	5
ENSG00000140284	SLC27A2	TCGA-LUSC	5
ENSG00000140199	SLC12A6	TCGA-SKCM	5
ENSG00000140105	WARS	TCGA-PRAD	5
ENSG00000140067	FAM181A	TCGA-LAML	5
ENSG00000140006	WDR89	TCGA-THCA	5
ENSG00000139780	METTL21C	TCGA-BRCA	5
ENSG00000139726	DENR	TCGA-BLCA	5
ENSG00000139687	RB1	TCGA-ESCA	5
ENSG00000139631	CSAD	TCGA-PCPG	5
ENSG00000139540	SLC39A5	TCGA-COAD	5
ENSG00000139220	PPFIA2	TCGA-THCA	5
ENSG00000139200	PIANP	TCGA-COAD	5
ENSG00000139168	ZCRB1	TCGA-LAML	5
ENSG00000139044	B4GALNT3	TCGA-LIHC	5
ENSG00000138738	PRDM5	TCGA-COAD	5
ENSG00000138642	HERC6	TCGA-LIHC	5
ENSG00000138642	HERC6	TCGA-LGG	5
ENSG00000138433	CIR1	TCGA-KIRP	5
ENSG00000138413	IDH1	TCGA-LAML	5
ENSG00000138411	HECW2	TCGA-OV	5
ENSG00000138379	MSTN	TCGA-COAD	5
ENSG00000138316	ADAMTS14	TCGA-BRCA	5
ENSG00000138311	ZNF365	TCGA-BRCA	5
ENSG00000138068	SULT6B1	TCGA-CESC	5
ENSG00000137976	DNASE2B	TCGA-BRCA	5
ENSG00000137944	CCBL2	TCGA-READ	5
ENSG00000137880	GCHFR	TCGA-KIRC	5
ENSG00000137834	SMAD6	TCGA-PAAD	5
ENSG00000137825	ITPKA	TCGA-LIHC	5
ENSG00000137815	RTF1	TCGA-SKCM	5
ENSG00000137760	ALKBH8	TCGA-LGG	5
ENSG00000137440	FGFBP1	TCGA-STAD	5
ENSG00000137413	TAF8	TCGA-BLCA	5
ENSG00000137337	MDC1	TCGA-LUAD	5
ENSG00000137312	FLOT1	TCGA-BRCA	5
ENSG00000137177	KIF13A	TCGA-THCA	5
ENSG00000137177	KIF13A	TCGA-LAML	5
ENSG00000137154	RPS6	TCGA-OV	5
ENSG00000137100	DCTN3	TCGA-OV	5
ENSG00000137090	DMRT1	TCGA-BRCA	5
ENSG00000136940	PDCL	TCGA-CESC	5
ENSG00000136933	RABEPK	TCGA-OV	5
ENSG00000136840	ST6GALNAC4	TCGA-READ	5
ENSG00000136688	IL36G	TCGA-SKCM	5
ENSG00000136527	TRA2B	TCGA-LUSC	5
ENSG00000136404	TM6SF1	TCGA-LGG	5
ENSG00000136327	NKX2-8	TCGA-UVM	5
ENSG00000136159	NUDT15	TCGA-BLCA	5
ENSG00000136108	CKAP2	TCGA-COAD	5
ENSG00000136010	ALDH1L2	TCGA-COAD	5
ENSG00000135315	KIAA1009	TCGA-OV	5
ENSG00000135299	ANKRD6	TCGA-BLCA	5
ENSG00000135211	TMEM60	TCGA-LIHC	5
ENSG00000135164	DMTF1	TCGA-SKCM	5
ENSG00000135100	HNF1A	TCGA-LIHC	5
ENSG00000135063	FAM189A2	TCGA-COAD	5
ENSG00000135048	TMEM2	TCGA-ESCA	5
ENSG00000135046	ANXA1	TCGA-OV	5
ENSG00000134962	KLB	TCGA-CESC	5
ENSG00000134954	ETS1	TCGA-LGG	5
ENSG00000134874	DZIP1	TCGA-OV	5
ENSG00000134851	TMEM165	TCGA-HNSC	5
ENSG00000134602	MST4	TCGA-KIRP	5
ENSG00000134532	SOX5	TCGA-BLCA	5
ENSG00000134461	ANKRD16	TCGA-ACC	5
ENSG00000134369	NAV1	TCGA-LGG	5
ENSG00000134283	PPHLN1	TCGA-UCEC	5
ENSG00000134265	NAPG	TCGA-PRAD	5
ENSG00000134253	TRIM45	TCGA-PRAD	5
ENSG00000134198	TSPAN2	TCGA-THCA	5
ENSG00000134007	ADAM20	TCGA-HNSC	5
ENSG00000133863	TEX15	TCGA-BRCA	5
ENSG00000133731	IMPA1	TCGA-UCEC	5
ENSG00000133710	SPINK5	TCGA-KICH	5
ENSG00000133275	CSNK1G2	TCGA-UCEC	5
ENSG00000133265	HSPBP1	TCGA-LUSC	5
ENSG00000133169	BEX1	TCGA-BRCA	5
ENSG00000133063	CHIT1	TCGA-PRAD	5
ENSG00000133055	MYBPH	TCGA-LGG	5
ENSG00000132872	SYT4	TCGA-OV	5
ENSG00000132677	RHBG	TCGA-SKCM	5
ENSG00000132514	CLEC10A	TCGA-COAD	5
ENSG00000132388	UBE2G1	TCGA-STAD	5
ENSG00000132326	PER2	TCGA-OV	5
ENSG00000132185	FCRLA	TCGA-LGG	5
ENSG00000132004	FBXW9	TCGA-KIRC	5
ENSG00000131931	THAP1	TCGA-BRCA	5
ENSG00000131876	SNRPA1	TCGA-SKCM	5
ENSG00000131634	TMEM204	TCGA-UCEC	5
ENSG00000131495	NDUFA2	TCGA-CESC	5
ENSG00000131459	GFPT2	TCGA-KIRP	5
ENSG00000131386	GALNT15	TCGA-STAD	5
ENSG00000131023	LATS1	TCGA-PAAD	5
ENSG00000130826	DKC1	TCGA-KIRC	5
ENSG00000130783	CCDC62	TCGA-LIHC	5
ENSG00000130706	ADRM1	TCGA-DLBC	5
ENSG00000130592	LSP1	TCGA-SKCM	5
ENSG00000130558	OLFM1	TCGA-HNSC	5
ENSG00000130304	SLC27A1	TCGA-HNSC	5
ENSG00000129988	LBP	TCGA-CESC	5
ENSG00000129744	ART1	TCGA-BLCA	5
ENSG00000129595	EPB41L4A	TCGA-PRAD	5
ENSG00000129226	CD68	TCGA-PAAD	5
ENSG00000129167	TPH1	TCGA-ESCA	5
ENSG00000128833	MYO5C	TCGA-LGG	5
ENSG00000128833	MYO5C	TCGA-DLBC	5
ENSG00000128683	GAD1	TCGA-UCEC	5
ENSG00000128604	IRF5	TCGA-LUSC	5
ENSG00000128340	RAC2	TCGA-PAAD	5
ENSG00000128285	MCHR1	TCGA-LUAD	5
ENSG00000128050	PAICS	TCGA-LIHC	5
ENSG00000127954	STEAP4	TCGA-COAD	5
ENSG00000127948	POR	TCGA-BRCA	5
ENSG00000127527	EPS15L1	TCGA-HNSC	5
ENSG00000127054	CPSF3L	TCGA-BRCA	5
ENSG00000126970	ZC4H2	TCGA-OV	5
ENSG00000126814	TRMT5	TCGA-LGG	5
ENSG00000126107	HECTD3	TCGA-BRCA	5
ENSG00000126067	PSMB2	TCGA-BRCA	5
ENSG00000125871	MGME1	TCGA-BRCA	5
ENSG00000125458	NT5C	TCGA-DLBC	5
ENSG00000125337	KIF25	TCGA-OV	5
ENSG00000125089	SH3TC1	TCGA-KIRP	5
ENSG00000124659	TBCC	TCGA-BRCA	5
ENSG00000124657	OR2B6	TCGA-LUAD	5
ENSG00000124370	MCEE	TCGA-KIRC	5
ENSG00000124227	ANKRD60	TCGA-BRCA	5
ENSG00000124222	STX16	TCGA-CHOL	5
ENSG00000124216	SNAI1	TCGA-LAML	5
ENSG00000124203	ZNF831	TCGA-GBM	5
ENSG00000124191	TOX2	TCGA-BRCA	5
ENSG00000124151	NCOA3	TCGA-KIRP	5
ENSG00000123933	MXD4	TCGA-LUAD	5
ENSG00000123685	BATF3	TCGA-ESCA	5
ENSG00000123576	ESX1	TCGA-BRCA	5
ENSG00000123416	TUBA1B	TCGA-LUSC	5
ENSG00000123171	CCDC70	TCGA-PAAD	5
ENSG00000123144	C19orf43	TCGA-LUSC	5
ENSG00000123143	PKN1	TCGA-OV	5
ENSG00000122783	C7orf49	TCGA-KIRP	5
ENSG00000122705	CLTA	TCGA-COAD	5
ENSG00000122687	FTSJ2	TCGA-SKCM	5
ENSG00000122643	NT5C3A	TCGA-LAML	5
ENSG00000122367	LDB3	TCGA-HNSC	5
ENSG00000121570	DPPA4	TCGA-LUAD	5
ENSG00000121481	RNF2	TCGA-BRCA	5
ENSG00000121310	ECHDC2	TCGA-BRCA	5
ENSG00000121039	RDH10	TCGA-LGG	5
ENSG00000120889	TNFRSF10B	TCGA-COAD	5
ENSG00000120833	SOCS2	TCGA-LGG	5
ENSG00000120436	GPR31	TCGA-ESCA	5
ENSG00000120211	INSL4	TCGA-SKCM	5
ENSG00000120093	HOXB3	TCGA-BRCA	5
ENSG00000119938	PPP1R3C	TCGA-LIHC	5
ENSG00000119919	NKX2-3	TCGA-BLCA	5
ENSG00000119760	SUPT7L	TCGA-THCA	5
ENSG00000119737	GPR75	TCGA-LGG	5
ENSG00000119655	NPC2	TCGA-BRCA	5
ENSG00000119514	GALNT12	TCGA-LUAD	5
ENSG00000119242	CCDC92	TCGA-COAD	5
ENSG00000119138	KLF9	TCGA-HNSC	5
ENSG00000118245	TNP1	TCGA-LUAD	5
ENSG00000117713	ARID1A	TCGA-GBM	5
ENSG00000117594	HSD11B1	TCGA-GBM	5
ENSG00000117594	HSD11B1	TCGA-DLBC	5
ENSG00000117475	BLZF1	TCGA-THCA	5
ENSG00000117425	PTCH2	TCGA-LGG	5
ENSG00000117266	CDK18	TCGA-BRCA	5
ENSG00000117215	PLA2G2D	TCGA-BLCA	5
ENSG00000117139	KDM5B	TCGA-OV	5
ENSG00000117115	PADI2	TCGA-COAD	5
ENSG00000116824	CD2	TCGA-LUAD	5
ENSG00000116786	PLEKHM2	TCGA-UCEC	5
ENSG00000116704	SLC35D1	TCGA-BLCA	5
ENSG00000116698	SMG7	TCGA-STAD	5
ENSG00000116299	KIAA1324	TCGA-ACC	5
ENSG00000116273	PHF13	TCGA-PRAD	5
ENSG00000116171	SCP2	TCGA-CESC	5
ENSG00000116001	TIA1	TCGA-KIRC	5
ENSG00000115993	TRAK2	TCGA-BRCA	5
ENSG00000115756	HPCAL1	TCGA-BRCA	5
ENSG00000115520	COQ10B	TCGA-LUAD	5
ENSG00000115514	TXNDC9	TCGA-BRCA	5
ENSG00000115421	PAPOLG	TCGA-LUAD	5
ENSG00000115355	CCDC88A	TCGA-BLCA	5
ENSG00000115268	RPS15	TCGA-UCEC	5
ENSG00000115232	ITGA4	TCGA-SKCM	5
ENSG00000115183	TANC1	TCGA-BRCA	5
ENSG00000115053	NCL	TCGA-OV	5
ENSG00000115008	IL1A	TCGA-KIRP	5
ENSG00000114812	VIPR1	TCGA-LGG	5
ENSG00000113648	H2AFY	TCGA-BRCA	5
ENSG00000113575	PPP2CA	TCGA-LUAD	5
ENSG00000113552	GNPDA1	TCGA-BRCA	5
ENSG00000113361	CDH6	TCGA-LGG	5
ENSG00000113194	FAF2	TCGA-PRAD	5
ENSG00000113100	CDH9	TCGA-BRCA	5
ENSG00000113088	GZMK	TCGA-BRCA	5
ENSG00000113070	HBEGF	TCGA-SKCM	5
ENSG00000112818	MEP1A	TCGA-OV	5
ENSG00000112658	SRF	TCGA-SKCM	5
ENSG00000112486	CCR6	TCGA-PRAD	5
ENSG00000112208	BAG2	TCGA-HNSC	5
ENSG00000112200	ZNF451	TCGA-HNSC	5
ENSG00000112078	KCTD20	TCGA-KIRC	5
ENSG00000111863	ADTRP	TCGA-LUAD	5
ENSG00000111817	DSE	TCGA-CESC	5
ENSG00000111641	NOP2	TCGA-BRCA	5
ENSG00000111321	LTBR	TCGA-ESCA	5
ENSG00000110484	SCGB2A2	TCGA-BRCA	5
ENSG00000110448	CD5	TCGA-BRCA	5
ENSG00000110375	UPK2	TCGA-LIHC	5
ENSG00000110344	UBE4A	TCGA-CESC	5
ENSG00000110063	DCPS	TCGA-LUSC	5
ENSG00000110063	DCPS	TCGA-BRCA	5
ENSG00000110025	SNX15	TCGA-BRCA	5
ENSG00000110013	SIAE	TCGA-PRAD	5
ENSG00000109805	NCAPG	TCGA-KIRP	5
ENSG00000109756	RAPGEF2	TCGA-STAD	5
ENSG00000109321	AREG	TCGA-HNSC	5
ENSG00000109083	IFT20	TCGA-LUAD	5
ENSG00000109079	TNFAIP1	TCGA-OV	5
ENSG00000108984	MAP2K6	TCGA-UCEC	5
ENSG00000108963	DPH1	TCGA-BRCA	5
ENSG00000108590	MED31	TCGA-OV	5
ENSG00000108590	MED31	TCGA-BLCA	5
ENSG00000108559	NUP88	TCGA-ESCA	5
ENSG00000108557	RAI1	TCGA-HNSC	5
ENSG00000108424	KPNB1	TCGA-STAD	5
ENSG00000108424	KPNB1	TCGA-LUAD	5
ENSG00000108344	PSMD3	TCGA-BRCA	5
ENSG00000108242	CYP2C18	TCGA-LAML	5
ENSG00000108107	RPL28	TCGA-LUSC	5
ENSG00000108106	UBE2S	TCGA-LGG	5
ENSG00000107937	GTPBP4	TCGA-LUAD	5
ENSG00000107164	FUBP3	TCGA-DLBC	5
ENSG00000107099	DOCK8	TCGA-BRCA	5
ENSG00000106771	TMEM245	TCGA-CESC	5
ENSG00000106683	LIMK1	TCGA-HNSC	5
ENSG00000106404	CLDN15	TCGA-HNSC	5
ENSG00000106266	SNX8	TCGA-PRAD	5
ENSG00000106069	CHN2	TCGA-BRCA	5
ENSG00000105640	RPL18A	TCGA-OV	5
ENSG00000105583	WDR83OS	TCGA-BRCA	5
ENSG00000105523	FAM83E	TCGA-LUAD	5
ENSG00000105479	CCDC114	TCGA-BLCA	5
ENSG00000104972	LILRB1	TCGA-BRCA	5
ENSG00000104856	RELB	TCGA-OV	5
ENSG00000104852	SNRNP70	TCGA-BRCA	5
ENSG00000104825	NFKBIB	TCGA-BRCA	5
ENSG00000104760	FGL1	TCGA-LUAD	5
ENSG00000104760	FGL1	TCGA-KIRC	5
ENSG00000104756	KCTD9	TCGA-BRCA	5
ENSG00000104635	SLC39A14	TCGA-LUSC	5
ENSG00000104537	ANXA13	TCGA-BRCA	5
ENSG00000104442	ARMC1	TCGA-ACC	5
ENSG00000104371	DKK4	TCGA-LGG	5
ENSG00000104237	RP1	TCGA-THCA	5
ENSG00000103266	STUB1	TCGA-LAML	5
ENSG00000103257	SLC7A5	TCGA-BRCA	5
ENSG00000103222	ABCC1	TCGA-KICH	5
ENSG00000103051	COG4	TCGA-STAD	5
ENSG00000102967	DHODH	TCGA-KICH	5
ENSG00000102910	LONP2	TCGA-LIHC	5
ENSG00000102900	NUP93	TCGA-LGG	5
ENSG00000102858	MGRN1	TCGA-UCEC	5
ENSG00000102858	MGRN1	TCGA-BRCA	5
ENSG00000102804	TSC22D1	TCGA-UCEC	5
ENSG00000102760	RGCC	TCGA-HNSC	5
ENSG00000102683	SGCG	TCGA-BRCA	5
ENSG00000102554	KLF5	TCGA-CESC	5
ENSG00000102531	FNDC3A	TCGA-STAD	5
ENSG00000102387	TAF7L	TCGA-ACC	5
ENSG00000102271	KLHL4	TCGA-OV	5
ENSG00000102189	EEA1	TCGA-LAML	5
ENSG00000102103	PQBP1	TCGA-LIHC	5
ENSG00000102030	NAA10	TCGA-BLCA	5
ENSG00000101890	GUCY2F	TCGA-OV	5
ENSG00000101638	ST8SIA5	TCGA-BRCA	5
ENSG00000101464	PIGU	TCGA-LGG	5
ENSG00000101435	CST9L	TCGA-ACC	5
ENSG00000101347	SAMHD1	TCGA-BRCA	5
ENSG00000101310	SEC23B	TCGA-STAD	5
ENSG00000101310	SEC23B	TCGA-LIHC	5
ENSG00000101265	RASSF2	TCGA-OV	5
ENSG00000101236	RNF24	TCGA-LUAD	5
ENSG00000101193	GID8	TCGA-COAD	5
ENSG00000101132	PFDN4	TCGA-KIRP	5
ENSG00000101017	CD40	TCGA-PRAD	5
ENSG00000101003	GINS1	TCGA-LIHC	5
ENSG00000101000	PROCR	TCGA-BRCA	5
ENSG00000100916	BRMS1L	TCGA-LUAD	5
ENSG00000100722	ZC3H14	TCGA-STAD	5
ENSG00000100664	EIF5	TCGA-READ	5
ENSG00000100614	PPM1A	TCGA-OV	5
ENSG00000100614	PPM1A	TCGA-LAML	5
ENSG00000100612	DHRS7	TCGA-SKCM	5
ENSG00000100603	SNW1	TCGA-PAAD	5
ENSG00000100503	NIN	TCGA-READ	5
ENSG00000100345	MYH9	TCGA-ESCA	5
ENSG00000100312	ACR	TCGA-OV	5
ENSG00000100216	TOMM22	TCGA-SKCM	5
ENSG00000100167	SEPTIN3	TCGA-HNSC	5
ENSG00000100053	CRYBB3	TCGA-LGG	5
ENSG00000099860	GADD45B	TCGA-THCA	5
ENSG00000096060	FKBP5	TCGA-PRAD	5
ENSG00000095787	WAC	TCGA-KIRP	5
ENSG00000092929	UNC13D	TCGA-LUAD	5
ENSG00000092847	AGO1	TCGA-BRCA	5
ENSG00000092841	MYL6	TCGA-STAD	5
ENSG00000092067	CEBPE	TCGA-BRCA	5
ENSG00000090975	PITPNM2	TCGA-SKCM	5
ENSG00000090686	USP48	TCGA-LUSC	5
ENSG00000089693	MLF2	TCGA-THCA	5
ENSG00000089163	SIRT4	TCGA-LIHC	5
ENSG00000088881	EBF4	TCGA-LGG	5
ENSG00000088808	PPP1R13B	TCGA-OV	5
ENSG00000087460	GNAS	TCGA-PAAD	5
ENSG00000086717	PPEF1	TCGA-BRCA	5
ENSG00000086300	SNX10	TCGA-PCPG	5
ENSG00000085788	DDHD2	TCGA-COAD	5
ENSG00000085662	AKR1B1	TCGA-SKCM	5
ENSG00000084453	SLCO1A2	TCGA-SKCM	5
ENSG00000084234	APLP2	TCGA-UCEC	5
ENSG00000083642	PDS5B	TCGA-BLCA	5
ENSG00000083544	TDRD3	TCGA-KIRC	5
ENSG00000082458	DLG3	TCGA-LGG	5
