GeneID	Gene name	TCGA cohort	p-value	p-value (corrected)
ENSG00000081277	PKP1	TCGA-THYM	1.47502387660578E-68	8.06509130178881E-63
ENSG00000164086	DUSP7	TCGA-PRAD	7.56287893937939E-08	0.04135208257837040
ENSG00000180433	OR6K6	TCGA-THYM	1.9969209213872E-27	1.09187043063333E-21
ENSG00000171540	OTP	TCGA-THYM	9.22712587188542E-51	5.04518020285189E-45
ENSG00000083857	FAT1	TCGA-UVM	1.31293007558556E-08	0.007178799679384440
ENSG00000105722	ERF	TCGA-THYM	2.75641260955854E-93	1.50714301741659E-87
ENSG00000164949	GEM	TCGA-THCA	5.43974103758627E-12	2.97432528530831E-06
ENSG00000164949	GEM	TCGA-THYM	1.81789035293426E-58	9.93980633506336E-53
ENSG00000187243	MAGED4B	TCGA-THYM	2.60331811940299E-71	1.42343447137281E-65
ENSG00000176532	PRR15	TCGA-THYM	2.28527934419482E-70	1.24953818398081E-64
ENSG00000172172	MRPL13	TCGA-THYM	7.91346242965111E-61	4.32689924689735E-55
ENSG00000146453	PNLDC1	TCGA-THYM	3.95415077618186E-121	2.16203869894839E-115
ENSG00000101349	PAK7	TCGA-THYM	3.28464898083051E-69	1.79597051579156E-63
ENSG00000100441	KHNYN	TCGA-THYM	1.15499854008633E-98	6.31526636752785E-93
ENSG00000177684	DEFB114	TCGA-THYM	3.73718214720062E-39	2.04340524289991E-33
ENSG00000163138	PACRGL	TCGA-THYM	1.27894397832818E-66	6.99297151638347E-61
ENSG00000006740	ARHGAP44	TCGA-THYM	2.00762234948612E-63	1.09772172538497E-57
ENSG00000119608	PROX2	TCGA-THYM	2.18829315173042E-70	1.1965083646237E-64
ENSG00000183527	PSMG1	TCGA-THYM	9.96632447723983E-36	5.44935699869176E-30
ENSG00000229415	SFTA3	TCGA-THYM	1.09888808372979E-44	6.00846729757525E-39
ENSG00000137270	GCM1	TCGA-THYM	3.00018060115396E-52	1.64042974855716E-46
ENSG00000129009	ISLR	TCGA-THYM	4.42785377388227E-55	2.42104860292202E-49
ENSG00000138615	CILP	TCGA-THYM	2.08617707459089E-26	1.14067364231358E-20
ENSG00000130226	DPP6	TCGA-THYM	1.453958382532E-45	7.94991002525702E-40
ENSG00000159208	C1orf51	TCGA-THYM	3.88089331879568E-46	2.12198320617115E-40
ENSG00000172345	STARD5	TCGA-SKCM	6.57285414262665E-10	3.59388546954297E-04
ENSG00000184571	PIWIL3	TCGA-THYM	2.79355035140263E-47	1.52744908048888E-41
ENSG00000160877	NACC1	TCGA-THYM	2.31590836287578E-59	1.26628542692813E-53
ENSG00000023171	GRAMD1B	TCGA-THYM	3.9004031894344E-55	2.13265075470937E-49
ENSG00000112144	ICK	TCGA-THYM	1.69216320192057E-28	9.25235919056526E-23
ENSG00000146216	TTBK1	TCGA-THYM	2.89885691779453E-45	1.58502828894094E-39
ENSG00000227551	USP17L12	TCGA-THYM	3.87770249239444E-44	2.12023853568396E-38
ENSG00000168918	INPP5D	TCGA-THYM	5.41984825492998E-10	2.96344836928585E-04
ENSG00000184575	XPOT	TCGA-THYM	6.17510287873932E-19	3.37640422672845E-13
ENSG00000104660	LEPROTL1	TCGA-THYM	2.85764964422969E-50	1.56249709952298E-44
ENSG00000168118	RAB4A	TCGA-THYM	6.03006147077383E-30	3.2970989208053E-24
ENSG00000169327	OR5AU1	TCGA-THYM	6.88621957162274E-45	3.76522647871317E-39
ENSG00000152082	MZT2B	TCGA-THYM	1.70985344770616E-46	9.34908538576429E-41
ENSG00000130066	SAT1	TCGA-THYM	3.4511779730525E-58	1.88702473857173E-52
ENSG00000189430	NCR1	TCGA-THYM	9.36402902570058E-43	5.12003569858549E-37
ENSG00000143793	C1orf35	TCGA-THYM	1.02637148512237E-84	5.61196321520752E-79
ENSG00000258429	PDF	TCGA-THYM	7.16575254689199E-77	3.91806868033196E-71
ENSG00000113430	IRX4	TCGA-THYM	3.20918492800717E-37	1.75470850738097E-31
ENSG00000197779	ZNF81	TCGA-THYM	5.88311233865059E-67	3.21675051519035E-61
ENSG00000177692	DNAJC28	TCGA-THYM	2.8380568033663E-21	1.55178418477421E-15
ENSG00000088827	SIGLEC1	TCGA-THYM	2.24032883658374E-34	1.22496028028075E-28
ENSG00000255221	CARD17	TCGA-THYM	2.20731689666881E-46	1.20691011080988E-40
ENSG00000104388	RAB2A	TCGA-THYM	2.02171481304833E-42	1.10542716033413E-36
ENSG00000177076	ACER2	TCGA-THYM	3.10810078039421E-71	1.6994380204016E-65
ENSG00000127774	EMC6	TCGA-THYM	4.55601334383734E-74	2.49112330810335E-68
ENSG00000180891	CUEDC1	TCGA-THYM	7.17758136899506E-26	3.92453640819501E-20
ENSG00000181001	OR52N1	TCGA-THYM	2.48242183705907E-70	1.35733116480164E-64
ENSG00000168140	VASN	TCGA-THYM	1.09139702209968E-31	5.96750789552596E-26
ENSG00000196189	SEMA4A	TCGA-THYM	3.97535112733848E-62	2.17363056335275E-56
ENSG00000198814	GK	TCGA-THYM	1.0263630011964E-105	5.61191682705163E-100
ENSG00000008394	MGST1	TCGA-THYM	3.09236444666034E-61	1.6908337550516E-55
ENSG00000164821	DEFA4	TCGA-THYM	4.34250661908155E-15	2.37438274166155E-09
ENSG00000204138	PHACTR4	TCGA-THYM	4.64840592463655E-66	2.541641446255E-60
ENSG00000130766	SESN2	TCGA-THYM	6.8572122986604E-69	3.74936596902464E-63
ENSG00000250722	SEPP1	TCGA-THYM	1.65419635915334E-18	9.04476522668787E-13
ENSG00000007516	BAIAP3	TCGA-THYM	5.42799827988058E-72	2.96790461547827E-66
ENSG00000104343	UBE2W	TCGA-THYM	1.59479874937768E-29	8.71999275788479E-24
ENSG00000151929	BAG3	TCGA-THYM	6.80633962254346E-61	3.72154995979545E-55
ENSG00000198719	DLL1	TCGA-THYM	5.09382857728615E-72	2.78518830800279E-66
ENSG00000119669	IRF2BPL	TCGA-THYM	5.57659369860452E-50	3.04915317274188E-44
ENSG00000142065	ZFP14	TCGA-THYM	1.46982706096467E-49	8.03667630913079E-44
ENSG00000162654	GBP4	TCGA-THYM	1.5470461933603E-73	8.45889276466967E-68
ENSG00000073008	PVR	TCGA-THYM	1.16723461019858E-109	6.38217038460547E-104
ENSG00000135372	NAT10	TCGA-THYM	4.4778159399289E-71	2.4483667661865E-65
ENSG00000117395	EBNA1BP2	TCGA-THYM	1.52939626579725E-76	8.36238702023826E-71
ENSG00000180530	NRIP1	TCGA-THYM	1.16135329514682E-63	6.3500127066049E-58
ENSG00000085788	DDHD2	TCGA-THYM	1.01105593106401E-52	5.52822128819388E-47
ENSG00000197437	OR13G1	TCGA-THYM	2.28617870051181E-62	1.25002993132975E-56
ENSG00000086589	RBM22	TCGA-THYM	1.78788867591511E-74	9.77576406550836E-69
ENSG00000233701	PRR23C	TCGA-THYM	9.39258974479886E-12	5.13565204289189E-06
ENSG00000100490	CDKL1	TCGA-THYM	1.05992520964632E-27	5.79542726354787E-22
ENSG00000112697	TMEM30A	TCGA-THYM	2.31464040247372E-62	1.26559213534337E-56
ENSG00000113272	THG1L	TCGA-THYM	1.78792572966521E-49	9.77596666689153E-44
ENSG00000196535	MYO18A	TCGA-THYM	1.78311255200514E-60	9.74964931847713E-55
ENSG00000204822	MRPL53	TCGA-THYM	1.22505924724246E-41	6.69834220029492E-36
ENSG00000163751	CPA3	TCGA-THYM	4.58532370003616E-54	2.50714953673467E-48
ENSG00000104938	CLEC4M	TCGA-THYM	2.10332858701182E-74	1.15005169482056E-68
ENSG00000136485	DCAF7	TCGA-THYM	8.62267718910875E-59	4.71468156542932E-53
ENSG00000139579	NABP2	TCGA-THYM	5.61902829345477E-34	3.07235543321032E-28
ENSG00000128928	IVD	TCGA-THYM	6.73522833054241E-79	3.68266794088899E-73
ENSG00000229676	ZNF492	TCGA-THYM	4.90414701176002E-76	2.68147479064911E-70
ENSG00000027644	INSRR	TCGA-THYM	1.00389011987172E-09	5.489040280731E-04
ENSG00000133657	ATP13A3	TCGA-THYM	2.78736521236511E-75	1.52406718872136E-69
ENSG00000165507	C10orf10	TCGA-THYM	5.58257825163422E-12	3.0524253886938E-06
ENSG00000189326	SPANXN4	TCGA-THYM	1.59137171012765E-48	8.70125449548467E-43
ENSG00000111057	KRT18	TCGA-THYM	4.51204917246021E-75	2.46708471037027E-69
ENSG00000171532	NEUROD2	TCGA-THYM	1.17360972020184E-39	6.41702801982801E-34
ENSG00000197208	SLC22A4	TCGA-THYM	7.56248728906905E-21	4.13499411245531E-15
ENSG00000100722	ZC3H14	TCGA-LIHC	9.26287124957821E-09	0.005064724953230630
ENSG00000144290	SLC4A10	TCGA-THYM	3.48333468130691E-68	1.90460728704095E-62
ENSG00000005471	ABCB4	TCGA-THYM	1.35858034267338E-62	7.42840484025923E-57
ENSG00000174327	SLC16A13	TCGA-THYM	4.23152588300068E-16	2.31370102772946E-10
ENSG00000123353	ORMDL2	TCGA-THYM	2.88903822724902E-46	1.57965965478054E-40
ENSG00000115421	PAPOLG	TCGA-THYM	2.21652141938957E-76	1.21194293212957E-70
ENSG00000204913	LRRC3C	TCGA-THYM	4.82625542000497E-41	2.63888545978406E-35
ENSG00000183032	SLC25A21	TCGA-THYM	1.37139021534252E-57	7.49844627774335E-52
ENSG00000126934	MAP2K2	TCGA-THYM	1.42251254180665E-24	7.77797140071414E-19
ENSG00000155974	GRIP1	TCGA-THYM	1.46080551506181E-45	7.98734857108951E-40
ENSG00000152266	PTH	TCGA-THYM	8.86154253915267E-26	4.84528764493028E-20
ENSG00000095739	BAMBI	TCGA-THYM	3.97711538911574E-110	2.17459522111454E-104
ENSG00000141447	OSBPL1A	TCGA-THYM	9.20044036787448E-80	5.0305891830253E-74
ENSG00000173334	TRIB1	TCGA-THYM	3.90754982349618E-12	2.13655836984177E-06
ENSG00000143774	GUK1	TCGA-THYM	2.16520774317126E-85	1.18388579418795E-79
ENSG00000050327	ARHGEF5	TCGA-THYM	2.76260455918701E-15	1.51052863305859E-09
ENSG00000122862	SRGN	TCGA-THYM	1.95131325089116E-60	1.06693320538251E-54
ENSG00000189108	IL1RAPL2	TCGA-THYM	1.40943815807264E-08	0.007706483677564820
ENSG00000047648	ARHGAP6	TCGA-THYM	1.44035324702726E-77	7.87552027349826E-72
ENSG00000133027	PEMT	TCGA-THYM	3.30297296925761E-67	1.80598965121177E-61
ENSG00000183747	ACSM2A	TCGA-THYM	1.89613908296294E-14	1.03676523936523E-08
ENSG00000172366	FAM195A	TCGA-THYM	3.82216604458446E-29	2.08987248335976E-23
ENSG00000254996	ANKHD1-EIF4EBP3	TCGA-THYM	3.43154294501101E-10	1.87628875684429E-04
ENSG00000139350	NEDD1	TCGA-THYM	2.80401364169926E-22	1.53317016696739E-16
ENSG00000198910	L1CAM	TCGA-THYM	5.02702919898718E-77	2.74866394433461E-71
ENSG00000166828	SCNN1G	TCGA-THYM	8.08467556576706E-76	4.42051465182342E-70
ENSG00000140474	ULK3	TCGA-THYM	5.03012176208033E-72	2.75035488670499E-66
ENSG00000169548	ZNF280A	TCGA-THYM	1.74348172585535E-62	9.53295707618013E-57
ENSG00000124177	CHD6	TCGA-THYM	1.7968812795267E-23	9.82493355375768E-18
ENSG00000140932	CMTM2	TCGA-THYM	9.09456778302866E-54	4.97270048870106E-48
ENSG00000126233	SLURP1	TCGA-THYM	1.82074783755624E-67	9.95543040375487E-62
ENSG00000110025	SNX15	TCGA-THYM	1.19681585724719E-77	6.54391383978045E-72
ENSG00000143297	FCRL5	TCGA-THYM	7.39271734056231E-52	4.04216780932064E-46
ENSG00000185324	CDK10	TCGA-THYM	2.07590271147996E-45	1.13505585687488E-39
ENSG00000114790	ARHGEF26	TCGA-THYM	4.3387120116591E-11	2.37230793759893E-05
ENSG00000182107	TMEM30B	TCGA-THYM	1.62378878522832E-43	8.87850360620787E-38
ENSG00000172260	NEGR1	TCGA-THYM	1.63767173577912E-09	8.95441238674103E-04
ENSG00000007171	NOS2	TCGA-THYM	1.20467373141015E-60	6.58687888839246E-55
ENSG00000171444	MCC	TCGA-THYM	1.15172560149589E-43	6.2973706920912E-38
ENSG00000170075	GPR37L1	TCGA-THYM	1.29219385114064E-21	7.06541877345126E-16
ENSG00000198797	BRINP2	TCGA-THYM	2.00443148293145E-12	1.09597703294281E-06
ENSG00000158470	B4GALT5	TCGA-THYM	8.59294308809162E-70	4.69842364287747E-64
ENSG00000183729	NPBWR1	TCGA-CESC	2.29350157313413E-09	0.0012540339096535600
ENSG00000092096	SLC22A17	TCGA-THYM	5.29226389842821E-31	2.89368817759088E-25
ENSG00000141741	MIEN1	TCGA-THYM	3.9115165097399E-20	2.13872726264605E-14
ENSG00000157429	ZNF19	TCGA-THYM	1.80579628119368E-23	9.87367873242239E-18
ENSG00000151914	DST	TCGA-THYM	6.05982289249772E-71	3.31337178169123E-65
ENSG00000221978	CCNL2	TCGA-THYM	1.3023447745912E-23	7.12092168816655E-18
ENSG00000203782	LOR	TCGA-THYM	4.76350406257069E-15	2.60457446082022E-09
ENSG00000177202	SPACA4	TCGA-THYM	3.06847637561453E-80	1.67777230722939E-74
ENSG00000144647	POMGNT2	TCGA-THYM	3.79524428022467E-25	2.0751522818084E-19
ENSG00000239282	GATSL3	TCGA-THYM	3.64160686594202E-52	1.99114687733918E-46
ENSG00000074410	CA12	TCGA-THYM	3.84997036102246E-39	2.10507524408878E-33
ENSG00000106278	PTPRZ1	TCGA-THYM	2.03375737820426E-70	1.11201175798239E-64
ENSG00000158850	B4GALT3	TCGA-THYM	2.94415083585098E-118	1.60979396157409E-112
ENSG00000115107	STEAP3	TCGA-THYM	2.42191429030738E-31	1.3242470299114E-25
ENSG00000161652	IZUMO2	TCGA-THYM	1.09647899783064E-100	5.99529496996843E-95
ENSG00000161944	ASGR2	TCGA-THYM	8.528689743912E-42	4.66329139210697E-36
ENSG00000186908	ZDHHC17	TCGA-THYM	6.95368843029783E-95	3.80211689885296E-89
ENSG00000160460	SPTBN4	TCGA-THYM	2.8848949108642E-107	1.5773941846776E-101
ENSG00000168014	C2CD3	TCGA-THYM	1.00717618966711E-53	5.50700775457613E-48
ENSG00000145217	SLC26A1	TCGA-COAD	2.20679544928166E-09	0.0012066249953718800
ENSG00000116663	FBXO6	TCGA-THYM	3.69832130824659E-76	2.02215702995915E-70
ENSG00000122859	NEUROG3	TCGA-THYM	2.86813270641555E-23	1.56822899681577E-17
ENSG00000157216	SSBP3	TCGA-THYM	1.48114163309958E-69	8.09854178721289E-64
ENSG00000204611	ZNF616	TCGA-THYM	3.16492489285964E-10	1.73050813814311E-04
ENSG00000196511	TPK1	TCGA-THYM	1.43576964461468E-14	7.85045818973478E-09
ENSG00000171502	COL24A1	TCGA-THYM	7.32400653608705E-52	4.00459832178207E-46
ENSG00000060237	WNK1	TCGA-THYM	2.51658257720417E-46	1.37600947181596E-40
ENSG00000157445	CACNA2D3	TCGA-THYM	5.72343487412082E-75	3.12944255016716E-69
ENSG00000161647	MPP3	TCGA-THYM	1.96222061227969E-71	1.07289709972045E-65
ENSG00000167588	GPD1	TCGA-THYM	3.06934197808082E-12	1.6782455987491E-06
ENSG00000117010	ZNF684	TCGA-THYM	2.47890692929529E-63	1.35540929407929E-57
ENSG00000047457	CP	TCGA-SKCM	3.25500085024147E-08	0.017797595998924800
ENSG00000186827	TNFRSF4	TCGA-THYM	9.51996635734724E-68	5.20529864497125E-62
ENSG00000150403	TMCO3	TCGA-THYM	3.63902046142792E-42	1.98973269083817E-36
ENSG00000136944	LMX1B	TCGA-THYM	4.71824429452253E-12	2.57982746062615E-06
ENSG00000104290	FZD3	TCGA-THYM	9.97005499536624E-71	5.45139676020137E-65
ENSG00000185838	GNB1L	TCGA-THYM	2.90383390884829E-78	1.58774959317834E-72
ENSG00000113851	CRBN	TCGA-THYM	3.1718903613042E-15	1.73431669608282E-09
ENSG00000172023	REG1B	TCGA-THYM	1.62989023284176E-71	8.91186491842521E-66
ENSG00000173585	CCR9	TCGA-THYM	5.86675393173137E-19	3.20780611453029E-13
ENSG00000069018	TRPC7	TCGA-THYM	3.84126831187496E-39	2.10031716376205E-33
ENSG00000163913	IFT122	TCGA-THYM	1.05581600531116E-66	5.77295907936021E-61
ENSG00000130643	CALY	TCGA-THYM	4.09255940762176E-83	2.2377173552212E-77
ENSG00000253251	CTC-534A2.2	TCGA-THYM	3.65935499175629E-10	2.00085114432753E-04
ENSG00000163590	PPM1L	TCGA-THYM	6.5109933241793E-27	3.56006139681479E-21
ENSG00000114166	KAT2B	TCGA-THYM	9.77284545704504E-91	5.34356712046671E-85
ENSG00000101213	PTK6	TCGA-THYM	2.24262271392255E-75	1.22621451965043E-69
ENSG00000168438	CDC40	TCGA-THYM	1.54385942745333E-89	8.44146826164649E-84
ENSG00000188771	PLET1	TCGA-THYM	1.014189263948E-57	5.54535363173695E-52
ENSG00000176720	BOK	TCGA-THYM	1.05913888442772E-60	5.79112781810735E-55
ENSG00000248099	INSL3	TCGA-THYM	1.73603840526344E-22	9.49225871114728E-17
ENSG00000132768	DPH2	TCGA-THYM	4.493022166353E-18	2.456681181052E-12
ENSG00000179615	OR2AP1	TCGA-THYM	7.41109829853916E-25	4.05221809438035E-19
ENSG00000150048	CLEC1A	TCGA-THYM	3.47703378644723E-10	1.90116210265226E-04
ENSG00000109458	GAB1	TCGA-THYM	3.81823512169863E-66	2.08772314513701E-60
ENSG00000015171	ZMYND11	TCGA-THYM	9.44783595532749E-72	5.1658594001461E-66
ENSG00000145919	BOD1	TCGA-THYM	1.33915144536188E-46	7.32217209840632E-41
ENSG00000009765	IYD	TCGA-THYM	8.50934494272049E-49	4.65271409974588E-43
ENSG00000184857	TMEM186	TCGA-THYM	5.74892538401097E-11	3.14338017469337E-05
ENSG00000084731	KIF3C	TCGA-THYM	1.27803952794873E-23	6.98802618973222E-18
ENSG00000073050	XRCC1	TCGA-THYM	1.77938747341624E-56	9.72928144552111E-51
ENSG00000227140	USP17L5	TCGA-THYM	4.23984839453703E-77	2.31825158561977E-71
ENSG00000184388	PABPC1L2B	TCGA-THYM	3.05285719613072E-35	1.66923209912877E-29
ENSG00000164880	INTS1	TCGA-THYM	4.63606003156201E-51	2.53489099587738E-45
ENSG00000003393	ALS2	TCGA-THYM	2.45532562469927E-29	1.34251557909619E-23
ENSG00000141934	PPAP2C	TCGA-THYM	4.11190463446355E-59	2.24829488031807E-53
ENSG00000242247	ARFGAP3	TCGA-THYM	5.75503532806097E-118	3.14672095157119E-112
ENSG00000064547	LPAR2	TCGA-THYM	4.09934036565034E-97	2.2414250271092E-91
ENSG00000136710	CCDC115	TCGA-LIHC	9.45055649903165E-11	5.16734693087103E-05
ENSG00000130810	PPAN	TCGA-THYM	7.07872540932956E-32	3.87048424313699E-26
ENSG00000167977	KCTD5	TCGA-THYM	2.01444993866727E-77	1.10145489411467E-71
ENSG00000108255	CRYBA1	TCGA-THYM	1.07008566327155E-64	5.85098228706626E-59
ENSG00000138035	PNPT1	TCGA-THYM	8.91181622735552E-20	4.87277614134477E-14
ENSG00000197808	ZNF461	TCGA-THYM	3.53998219168172E-37	1.93558084282115E-31
ENSG00000116679	IVNS1ABP	TCGA-THYM	3.88949019909099E-42	2.12668378258837E-36
ENSG00000137601	NEK1	TCGA-THYM	3.93946188322721E-11	2.15400715012533E-05
ENSG00000135324	MRAP2	TCGA-THYM	3.03351440624101E-74	1.65865590650124E-68
ENSG00000167460	TPM4	TCGA-THYM	6.35239552913081E-54	3.47334377023156E-48
ENSG00000052841	TTC17	TCGA-THYM	1.35882418806354E-09	7.42973813076817E-04
ENSG00000153303	FRMD1	TCGA-CESC	1.04833403533723E-12	5.73204938839583E-07
ENSG00000170627	GTSF1	TCGA-THYM	4.27098666519667E-69	2.33527727583624E-63
ENSG00000215474	SKOR2	TCGA-THYM	3.58897632260648E-67	1.9623697067458E-61
ENSG00000165583	SSX5	TCGA-THYM	4.25927100027634E-46	2.32887141971809E-40
ENSG00000167978	SRRM2	TCGA-THYM	1.9806054125131E-20	1.08294948563768E-14
ENSG00000165879	FRAT1	TCGA-THYM	2.52855192066946E-53	1.38255403352789E-47
ENSG00000182793	GSTA5	TCGA-THYM	1.52185963538393E-22	8.32117845856316E-17
ENSG00000159388	BTG2	TCGA-THYM	1.20353038109595E-45	6.580627311845E-40
ENSG00000144026	ZNF514	TCGA-THYM	4.96715051499399E-82	2.71592365713687E-76
ENSG00000116329	OPRD1	TCGA-THYM	1.54823437838438E-38	8.46538948709878E-33
ENSG00000169371	SNUPN	TCGA-THYM	1.97347082646687E-27	1.07904845808308E-21
ENSG00000164346	NSA2	TCGA-THYM	2.48911527913977E-37	1.36099098498221E-31
ENSG00000115896	PLCL1	TCGA-THYM	2.96816800374172E-23	1.62292599658188E-17
ENSG00000103496	STX4	TCGA-THYM	1.26224827359023E-69	6.90168324288845E-64
ENSG00000178397	FAM220A	TCGA-THYM	8.4124678444596E-55	4.59974393059009E-49
ENSG00000116690	PRG4	TCGA-THYM	2.72319846154087E-108	1.48898228520593E-102
ENSG00000184344	GDF3	TCGA-THYM	1.57048881437871E-58	8.5870716245955E-53
ENSG00000118096	IFT46	TCGA-THYM	3.59248634782499E-13	1.96428890780471E-07
ENSG00000086300	SNX10	TCGA-THYM	1.08719616150274E-69	5.94453855597982E-64
ENSG00000170788	DYDC1	TCGA-THYM	2.87700315829157E-76	1.57307915588119E-70
ENSG00000128512	DOCK4	TCGA-THYM	7.61735447519775E-73	4.1649942278852E-67
ENSG00000113318	MSH3	TCGA-THYM	6.76797534085238E-23	3.70057325294524E-17
ENSG00000255823	MTRNR2L8	TCGA-THYM	7.01467063122643E-72	3.83546056373009E-66
ENSG00000082196	C1QTNF3	TCGA-THYM	3.66221038707569E-22	2.00241240881408E-16
ENSG00000188895	MSL1	TCGA-THYM	2.06313432947035E-92	1.12807439926481E-86
ENSG00000167355	AC104389.28	TCGA-THYM	3.27441956264458E-40	1.79037730520411E-34
ENSG00000187902	SHISA7	TCGA-THYM	1.15459406430148E-70	6.3130547869657E-65
ENSG00000158077	NLRP14	TCGA-THYM	2.77857247561667E-60	1.51925952250026E-54
ENSG00000180089	TMEM86B	TCGA-THYM	3.85069778332136E-95	2.1054729818711E-89
ENSG00000110435	PDHX	TCGA-THYM	2.88345898863678E-10	1.57660905542985E-04
ENSG00000177034	MTX3	TCGA-THYM	1.36274384848531E-112	7.45116993243252E-107
ENSG00000169714	CNBP	TCGA-THYM	6.65105805554143E-130	3.63664557043478E-124
ENSG00000187238	LCE3B	TCGA-THYM	1.91740683473185E-45	1.04839395687418E-39
ENSG00000142599	RERE	TCGA-THYM	2.13854774110758E-54	1.16930871823958E-48
ENSG00000198129	DEFB107B	TCGA-THYM	6.72214314375657E-45	3.67551326171379E-39
ENSG00000028203	VEZT	TCGA-THYM	2.48796435158958E-79	1.3603616842691E-73
ENSG00000088325	TPX2	TCGA-THYM	8.22628943277812E-62	4.49794585718612E-56
ENSG00000167157	PRRX2	TCGA-KIRP	7.84477990511465E-11	4.28934522217888E-05
ENSG00000155366	RHOC	TCGA-THYM	1.20427982380241E-13	6.58472509219213E-08
ENSG00000168907	PLA2G4F	TCGA-THYM	9.62431818704419E-41	5.26235582535746E-35
ENSG00000158859	ADAMTS4	TCGA-THYM	1.63703355040752E-20	8.95092293591172E-15
ENSG00000182613	OR2V2	TCGA-THYM	7.18023464101715E-62	3.92598715631143E-56
ENSG00000107669	ATE1	TCGA-THYM	1.55200195152836E-58	8.48598971050825E-53
ENSG00000197429	IPP	TCGA-THYM	2.93696762982701E-09	0.0016058663497339200
ENSG00000129625	REEP5	TCGA-THYM	1.03111997179828E-47	5.63792684819946E-42
ENSG00000170448	NFXL1	TCGA-THYM	1.75090448744746E-98	9.57354302933062E-93
ENSG00000136213	CHST12	TCGA-THYM	2.49426376624363E-63	1.36380605931539E-57
ENSG00000131094	C1QL1	TCGA-THYM	5.24394911368972E-99	2.86727076453592E-93
ENSG00000168539	CHRM1	TCGA-THYM	3.00252537477627E-131	1.64171181684404E-125
ENSG00000144791	LIMD1	TCGA-THYM	5.95906304295811E-60	3.2582786134395E-54
ENSG00000198049	AVPR1B	TCGA-THYM	1.25708096054001E-74	6.87342956361183E-69
ENSG00000143390	RFX5	TCGA-THYM	2.28733693059963E-28	1.25066322490247E-22
ENSG00000144504	ANKMY1	TCGA-THYM	9.55847527358391E-60	5.22635443466439E-54
ENSG00000244694	PTCHD4	TCGA-THYM	3.85845759546372E-69	2.10971586867487E-63
ENSG00000175718	RBMXL3	TCGA-THYM	2.82134366787224E-44	1.54264582668818E-38
ENSG00000256514	AP003419.11	TCGA-THYM	6.61906485975408E-99	3.61915242682176E-93
ENSG00000105894	PTN	TCGA-CESC	1.65415777239611E-09	9.04455424317425E-04
ENSG00000116833	NR5A2	TCGA-THYM	1.31217071005479E-116	7.17464764331628E-111
ENSG00000069696	DRD4	TCGA-THYM	2.98185530619653E-23	1.63040989875622E-17
ENSG00000085982	USP40	TCGA-THYM	1.41264723452337E-57	7.72403016950986E-52
ENSG00000066827	ZFAT	TCGA-THYM	1.32650056615819E-38	7.25300000062277E-33
ENSG00000094975	SUCO	TCGA-THYM	1.09574718347985E-25	5.99129357741563E-20
ENSG00000102572	STK24	TCGA-THYM	9.83552595402597E-21	5.37783937456446E-15
ENSG00000132846	ZBED3	TCGA-THYM	1.24850519681586E-28	6.82653925999385E-23
ENSG00000156876	SASS6	TCGA-THYM	6.40686327485751E-60	3.50312548083677E-54
ENSG00000136819	C9orf78	TCGA-THYM	1.03526925929248E-43	5.66061419788166E-38
ENSG00000089041	P2RX7	TCGA-THYM	4.2300384307625E-35	2.31288772305703E-29
ENSG00000131089	ARHGEF9	TCGA-THYM	2.62753742490198E-67	1.43667703057563E-61
ENSG00000138442	WDR12	TCGA-THYM	3.6157565073528E-61	1.97701249582084E-55
ENSG00000168298	HIST1H1E	TCGA-THYM	1.42224572522424E-31	7.77651250900932E-26
ENSG00000239920	AC015691.13	TCGA-THYM	2.95148906568174E-41	1.61380633686626E-35
ENSG00000213413	PVRIG	TCGA-THYM	3.18293050324879E-16	1.74035319177486E-10
ENSG00000171056	SOX7	TCGA-THYM	1.35809506640521E-69	7.42575146123843E-64
ENSG00000021776	AQR	TCGA-THYM	2.07536178314538E-75	1.13476008970288E-69
ENSG00000174695	TMEM167A	TCGA-THYM	2.16704744602892E-78	1.18489170139736E-72
ENSG00000132646	PCNA	TCGA-THYM	8.28360351891559E-76	4.52928388126211E-70
ENSG00000100162	CENPM	TCGA-THYM	2.40216069612873E-45	1.31344621894718E-39
ENSG00000138472	GUCA1C	TCGA-THYM	8.61842531769973E-53	4.71235673993591E-47
ENSG00000139973	SYT16	TCGA-THYM	3.22047723612566E-102	1.76088288173708E-96
ENSG00000173933	RBM4	TCGA-THYM	2.40753861969343E-66	1.31638674386011E-60
ENSG00000153339	TRAPPC8	TCGA-THYM	2.73585210108676E-27	1.49590100427592E-21
ENSG00000189431	RASSF10	TCGA-THYM	2.46045330892826E-115	1.34531927889587E-109
ENSG00000067704	IARS2	TCGA-THYM	2.07823173230392E-09	0.0011363293118939400
ENSG00000167548	KMT2D	TCGA-KICH	5.55805338106687E-12	3.0390157535396E-06
ENSG00000156006	NAT2	TCGA-THYM	7.67339285433655E-50	4.19563472471558E-44
ENSG00000155827	RNF20	TCGA-THYM	3.73932316322625E-60	2.04457590121936E-54
ENSG00000232399	USP17L13	TCGA-THYM	2.69912721117261E-23	1.47582067914333E-17
ENSG00000095303	PTGS1	TCGA-THYM	1.60212842770713E-14	8.76006975316421E-09
